maker,name,model_no,aliases,status,release_year,long_cm,short_cm,height_cm,area_m2,long_m,class,source_url,source_type,checked_date,flag
スノーピーク,ランドネストドーム S,SDE-259,,現行,,390,240,140,9.4,3.90,中型,https://ec.snowpeak.co.jp/item/SNP0123A0516,二次,2026-09-24,ランドネストドームS 使用サイズ フライ（販売店掲載値）
スノーピーク,ランドネストドーム M,SDE-260,,現行,,450,280,170,12.6,4.50,中型,https://ec.snowpeak.co.jp/item/SNP0123A0517,二次,2026-09-24,ランドネストドームM 使用サイズ フライ（二次情報で確認）
スノーピーク,ランドネスト S テントタープセット,SET-259,,現行,,390,240,140,9.4,3.90,中型,https://ec.snowpeak.co.jp/item/SNP0123A0529,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドネストS テントタープセット ドームS本体寸法を採用
スノーピーク,ランドネスト M テントタープセット,SET-260,,現行,,450,280,170,12.6,4.50,中型,https://ec.snowpeak.co.jp/item/SNP0123A0530,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドネストM テントタープセット ドームM本体寸法を採用
スノーピーク,【店頭販売のみ】リゲルPro.ストーブプラス,SET-950,,現行,,700,450,225,31.5,7.00,超大型,https://ec.snowpeak.co.jp/item/SNP0123A0532,二次,2026-09-24,リゲルPro.ストーブプラス＝TP-950同寸
スノーピーク,リビングシェル アイボリー,TP-623-IV,,現行,,455,415,210,18.9,4.55,中型,https://ec.snowpeak.co.jp/item/SNP0123A0853,二次,2026-09-24,リビングシェル アイボリー＝TP-623R同寸（公式値）
スノーピーク,トゥーガ,TP-690,,現行,,450,390,200,17.6,4.50,中型,https://ec.snowpeak.co.jp/item/SNP0123A0860,二次,2026-09-24,トゥーガ セット時サイズ（販売店掲載値・要確認）
スノーピーク,フービ,TP-720,,現行,,440,410,210,18.0,4.40,中型,https://ec.snowpeak.co.jp/item/SNP0123A0865,二次,2026-09-24,フービ セット時サイズ（販売店掲載値・要確認）
スノーピーク,ランドステーションM Pro.air,TP-815,,現行,,730,460,210,33.6,7.30,超大型,https://ec.snowpeak.co.jp/item/SNP0123A0867,二次,2026-09-24,ランドステーションM Pro.air キャリーバッグ表記由来の推定値・要確認
スノーピーク,ランドネストタープセット,TP-870,,現行,,440,440,240,19.4,4.40,大型,https://ec.snowpeak.co.jp/item/SNP0123A0869,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドネストタープセット タープ展開時（大きい方を採用）
スノーピーク,リゲルPro.,TP-950,,現行,,700,450,225,31.5,7.00,超大型,https://ec.snowpeak.co.jp/item/SNP0123A0872,二次,2026-09-24,リゲルPro. 使用時サイズ（二次情報で確認）
スノーピーク,アメニティドームM TC,FES-160,,現行,,505,280,150,14.1,5.05,中型,https://ec.snowpeak.co.jp/item/SNP0124A0448,二次,2026-09-24,アメニティドームM TC＝SDE-001同寸
スノーピーク,ウィンゼル 2,SD-828,,現行,,280,215,125,6.0,2.80,小型,https://ec.snowpeak.co.jp/item/SNP0124A0796,二次,2026-09-24,ウィンゼル2 使用時サイズ（販売店掲載値・要確認）
スノーピーク,ゼイズ Pro.,TP-550,,現行,,485,355,180,17.2,4.85,中型,https://ec.snowpeak.co.jp/item/SNP0124A7538,二次,2026-09-24,ゼイズPro. 使用時サイズ（二次情報で確認）
スノーピーク,メラク Pro.,TP-940,,現行,,565,375,205,21.2,5.65,大型,https://ec.snowpeak.co.jp/item/SNP0124A7567,二次,2026-09-24,メラクPro. セット時サイズ（販売店掲載値・要確認）
スノーピーク,ランドロックパック,FK-366,,現行,,625,405,205,25.3,6.25,大型,https://ec.snowpeak.co.jp/item/SNP0125A0341,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドロックパック＝TP-671R同寸（公式値）
スノーピーク,ランドロックアイボリーパック,FK-367,,現行,,625,405,205,25.3,6.25,大型,https://ec.snowpeak.co.jp/item/SNP0125A0342,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドロックアイボリーパック＝TP-671IV同寸（公式値）
スノーピーク,ファル Pro.air 2セット,FK-374-EC,,現行,,220,150,100,3.3,2.20,小型,https://ec.snowpeak.co.jp/item/SNP0125A0354,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ファルPro.air2セット 本体寸法を採用
スノーピーク,ランドステーション M Pro.air セット,FK-376-EC,,現行,,730,460,210,33.6,7.30,超大型,https://ec.snowpeak.co.jp/item/SNP0125A0358,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドステーションM Pro.airセット 本体寸法を採用
スノーピーク,ランドステーション L セット,FK-377-EC,,現行,,885,510,210,45.1,8.85,超大型,https://ec.snowpeak.co.jp/item/SNP0125A0360,公式,2026-09-24,"範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認"
スノーピーク,アメニティドーム M & レクタ M Pro.セット,FK-378-EC,,現行,,505,280,150,14.1,5.05,中型,https://ec.snowpeak.co.jp/item/SNP0125A0362,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;アメニティドームM＆レクタセット ドームM本体寸法を採用
スノーピーク,アメニティドームM アイボリータープパック,FK-390,,現行,,505,280,150,14.1,5.05,中型,https://ec.snowpeak.co.jp/item/SNP0125A0377,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;アメニティドームM アイボリータープパック ドームM本体寸法を採用
スノーピーク,アメニティドーム 2,SD-020,,現行,,355,230,120,8.2,3.55,小型,https://ec.snowpeak.co.jp/item/SNP0125A0645,二次,2026-09-24,アメニティドーム2 アメドS相当として採用・要確認
スノーピーク,アメニティドーム 3,SD-030,,現行,,505,280,150,14.1,5.05,中型,https://ec.snowpeak.co.jp/item/SNP0125A0646,二次,2026-09-24,アメニティドーム3 アメドM相当として採用・要確認
スノーピーク,ランドネストシェルター,TP-259,,現行,,620,360,210,22.3,6.20,大型,https://ec.snowpeak.co.jp/item/SNP0125A0906,公式,2026-09-24,
スノーピーク,エアロカムラスシェル,TP-480,,現行,,520,380,200,19.8,5.20,大型,https://ec.snowpeak.co.jp/item/SNP0126A0027,二次,2026-09-24,エアロカムラスシェル 使用時サイズ（二次情報で確認）
スノーピーク,ランドロックX,TP-672,,現行,,625,405,205,25.3,6.25,大型,https://ec.snowpeak.co.jp/item/SNP0126A0029,二次,2026-09-24,ランドロックX 使用時サイズ（二次情報で確認）
スノーピーク,トルテュPro. 2026 EDITION,FES-770,,現行,,685,425,205,29.1,6.85,超大型,https://ec.snowpeak.co.jp/item/SNP0126A0201,二次,2026-09-24,トルテュPro. セット時サイズ（販売店掲載値・要確認）
スノーピーク,【特別仕様】ランドネストシェルター Black Frame Edition,TP-262,,現行,,620,360,205,22.3,6.20,大型,https://ec.snowpeak.co.jp/item/SNP0126A0227,二次,2026-09-24,ランドネストシェルター Black Frame＝TP-259同寸（公式値）
スノーピーク,ランドネストシェルター シュラフセット,SET-261,,現行,,620,360,205,22.3,6.20,大型,https://ec.snowpeak.co.jp/item/SNP0126A0697,二次,2026-09-24,範囲要確認:テント＋タープ等のセット品。掲載サイズがどの構成要素のものか要確認;ランドネストシェルター シュラフセット 本体寸法を採用
