maker,name,model_no,aliases,status,release_year,long_cm,short_cm,height_cm,area_m2,long_m,class,source_url,source_type,checked_date,flag
DOD,パップフーテント3,T1-966,T1-966-KH;T1-966-TN,現行,,250,220,170,5.5,2.50,小型,https://www.dod.camp/product/t1_966_kh/,公式,2026-09-24,
DOD,ライダーズワンタッチテント,T2-275,T2-275;T2-275-TN,現行,,243,235,133,5.7,2.43,小型,https://www.dod.camp/product/t2_275/,公式,2026-09-24,
DOD,ライダーズバイクインテント,T2-466,,現行,,260,215,140,5.6,2.60,小型,https://www.dod.camp/product/t2_466/,公式,2026-09-24,
DOD,ワンタッチテント,T2-629,T2-629-BK;T2-629-TN,現行,,230,150,117,3.4,2.30,小型,https://www.dod.camp/product/t2_629_bk/,公式,2026-09-24,
DOD,チマキテント,T2-656,,現行,,260,260,200,6.8,2.60,小型,https://www.dod.camp/product/t2_656_tn/,公式,2026-09-24,
DOD,ミニキノコテント,T2-930,T2-930-BG;T2-930-RD,現行,,240,240,120,5.8,2.40,小型,https://www.dod.camp/product/t2_930_bg/,公式,2026-09-24,
DOD,わがやのテントS,T2-981,,現行,,240,220,120,5.3,2.40,小型,https://www.dod.camp/product/t2_981_tn/,公式,2026-09-24,
DOD,イエテント,T3-022,,現行,,380,340,212,12.9,3.80,中型,https://www.dod.camp/product/t3_022_tn/,公式,2026-09-24,
DOD,フタヘヤラクダテント,T3-263,,現行,,370,230,145,8.5,3.70,中型,https://www.dod.camp/product/t3_263/,公式,2026-09-24,
DOD,ワンポールテントS,T3-44,T3-44-BK;T3-44-TN,現行,,320,270,170,8.6,3.20,中型,https://www.dod.camp/product/t3_44_bk/,公式,2026-09-24,
DOD,ヌノイチM,T3-594,,現行,,510,315,225,16.1,5.10,中型,https://www.dod.camp/product/t3_594_kh/,公式,2026-09-24,
DOD,ザ・テントM,T3-623,,現行,,435,220,180,9.6,4.35,中型,https://www.dod.camp/product/t3_623_kh/,公式,2026-09-24,
DOD,ザ・ワンタッチテントM,T3-673,,現行,,450,220,180,9.9,4.50,中型,https://www.dod.camp/product/t3_673_kh/,公式,2026-09-24,
DOD,カマボコテント3S,T3-688,,現行,,500,250,185,12.5,5.00,中型,https://www.dod.camp/product/t3_688_tn/,公式,2026-09-24,
DOD,レンコンテント2M,T3-736,T3-736-KH;T3-736-TN,現行,,390,390,260,15.2,3.90,中型,https://www.dod.camp/product/t3_736_kh/,公式,2026-09-24,
DOD,ワンポールテントRX(M),T3-948,T3-948-BK;T3-948-TN,現行,,300,300,210,9.0,3.00,中型,https://www.dod.camp/product/t3_948_bk/,公式,2026-09-24,
DOD,ワンポールテントRX(M)TC,T3-949,T3-949-BK;T3-949-BL;T3-949-KH;T3-949-TN,現行,,300,300,210,9.0,3.00,中型,https://www.dod.camp/product/t3_949_bk/,公式,2026-09-24,
DOD,ガシーンドーム,T4-209,,現行,,360,320,205,11.5,3.60,中型,https://www.dod.camp/product/t4_209/,公式,2026-09-24,
DOD,キノコテント2,T4-235,,現行,,380,375,195,14.3,3.80,中型,https://www.dod.camp/product/t4_235/,公式,2026-09-24,
DOD,キノコテント,T4-610,T4-610-BG;T4-610-KH,現行,,328,328,168,10.8,3.28,中型,https://www.dod.camp/product/t4_610_bg/,公式,2026-09-24,
DOD,カマボーン,T5-135,,現行,,620,300,205,18.6,6.20,中型,https://www.dod.camp/product/t5_135/,公式,2026-09-24,
DOD,エアボーン,T5-164,,現行,,600,300,300,18.0,6.00,中型,https://www.dod.camp/product/t5_164_tn/,公式,2026-09-24,
DOD,ガシーンテント,T5-213,,現行,,280,280,156,7.8,2.80,小型,https://www.dod.camp/product/t5_213/,公式,2026-09-24,
DOD,ワンタッチフィッシングテント,T5-244,,現行,,290,245,180,7.1,2.90,小型,https://www.dod.camp/product/t5_244/,公式,2026-09-24,
DOD,ワンポールテントM,T5-47,T5-47-BK;T5-47-TN,現行,,370,325,200,12.0,3.70,中型,https://www.dod.camp/product/t5_47_bk/,公式,2026-09-24,
DOD,ザ・テントL,T5-624,,現行,,510,310,205,15.8,5.10,中型,https://www.dod.camp/product/t5_624_kh/,公式,2026-09-24,
DOD,エイテント,T5-668,T5-668-KH;T5-668-TN,現行,,340,310,202,10.5,3.40,中型,https://www.dod.camp/product/t5_668_kh/,公式,2026-09-24,
DOD,カマボコテント3M,T5-689,T5-689-BK;T5-689-TN,現行,,640,300,195,19.2,6.40,中型,https://www.dod.camp/product/t5_689_bk/,公式,2026-09-24,
DOD,レンコンテント2L,T5-737,T5-737-KH;T5-737-TN,現行,,500,500,350,25.0,5.00,大型,https://www.dod.camp/product/t5_737_kh/,公式,2026-09-24,
DOD,わがやのテントL,T5-869,,現行,,280,280,156,7.8,2.80,小型,https://www.dod.camp/product/t5_869_tn/,公式,2026-09-24,
DOD,でかキノコテントエアー,T6-245,,現行,,470,440,230,20.7,4.70,大型,https://www.dod.camp/product/t6_245/,公式,2026-09-24,
DOD,ヤドカリテント,T6-662,T6-662-GY;T6-662-TN,現行,,460,460,300,21.2,4.60,大型,https://www.dod.camp/product/t6_662_gy/,公式,2026-09-24,
DOD,ワンポールテントRX,T6-817,T6-817-KH;T6-817-TN,現行,,370,370,260,13.7,3.70,中型,https://www.dod.camp/product/t6_817_kh/,公式,2026-09-24,
DOD,ワンポールテントL,T8-200,T8-200-BK;T8-200-TN,現行,,460,460,300,21.2,4.60,大型,https://www.dod.camp/product/t8_200_bk/,公式,2026-09-24,
DOD,ファイヤーベース,T8-524,T8-524-BG;T8-524-BK,現行,,500,330,240,16.5,5.00,中型,https://www.dod.camp/product/t8_524/,公式,2026-09-24,
DOD,ツクツクベース,T8-780,T8-780-KH;T8-780-TN,現行,,520,520,300,27.0,5.20,大型,https://www.dod.camp/product/t8_780_kh/,公式,2026-09-24,
DOD,タケノコテント2,T8-795,T8-795-KH;T8-795-TN,現行,,450,450,280,20.3,4.50,大型,https://www.dod.camp/product/t8_795_kh/,公式,2026-09-24,
